id,text,Subject,Object,Sender,Receiver,Helper,Opponent
UgzXHbwyJMAPeFJwPFV4AaABAg,"Palestine belongs to Palestinians.  
Britain had no right to hand over someone else's land to a third party who then went about stealing even more Palestinian land and claiming some kind of Biblical right to it when they were mostly atheist Eastern European fleeing persecution by mostly Christian European people. 
Balfour himself was a rabid anti semite who closed the doors of the UK to European jewry with the illegal alien act. 
Israel is an illegitimate state birthed in terrorism and ongoing genocide and the most heinous injustice still being perpetrated on the Palestinian people.",palestine/palestinians,territory,britain,jews,,britain
UgzaSRW-tgk5gLVIkXt4AaABAg,"These are the jews who killed Al Mighty Messenger of Allah: ""Eesa"" son of ""Maryam"" for their personal Gain.
Jews say that ""Uzair"" is the son of God and the Christians believed that Jesus is son of God.
Infact Torah(Jewish Bible) and Injeel(Christian Bible) both were revealed by Al Mighty Allah, but they changed its original form for their personal benefits.
That is the reason you see today New Covenant Bibles.",,information,god/allah,,,jews
UgzHYwnkSk-GsRAjTHR4AaABAg,"Anna, did you not hear him say that maybe they weren't careful enough, not that civilians were intentionally targeted?
If you can't see the difference here, could you see the difference between the KKK going out to hunt blacks and Jews and something like Waco or police enforcement who sometimes make a bad shooting by accident?",audience/commenter,information,,,,video creator
UgyNNWoNll2xpSMaJJR4AaABAg,"THIS IS EXACTLY HOW TO BRAINWASH PEOPLE INTO BELIEVING ISRAEL IS DEFENDING ITSELF WHEN IT'S THE OPPOSITE.!!! STOP SPREADING LIES YOU ARE BRAINWASHING PEOPLE INTO BELIEVING THAT PALESTINIAN PEOPLE ARE WRONG. 
'Indeed it isn't the eyes that are blind it's the heart'.",palestine/palestinians,security/safety,,,,israel/israelis
UgzIUxbeDL55Agd-eV54AaABAg,"WHO RUNS THE UN AND HOW DID THE UN ARRIVE AT THE NUMBER OF 500K JEWS AND 400K ARABS WITHIN AN ARAB STATE?

HOW DID THE UN ARRIVE AT 55% TO BE AWARDED TO JEWS IN PALESTINIAN LAND!",palestine/palestinians,territory,united nations,jews,,united nations
UgxErkjjClpcAVrVdlR4AaABAg,"The IDF is one of the cruelest occupying armies of the last 100 years, and they are only comparable to the German Wehrmacht.  Only the Waffen SS was still worse.",idf,violence,,,,
UgyilAmHBvVJvqq5WAx4AaABAg,Lebanon used to be christian then they took in palestians. So they had a civil-war that ruined the country and out of it came the armed group.,,,,,,
UgwUrTaNAg4dNSw_GFx4AaABAg,"This video was pretty good, but this conflict does not start post-WWII. You have left out a tremendous amount of history that explains the Jewish history in ancient Judea/Israel stretching back thousands of years, their migration out after being conquered multiple times, and the mass migration back post-WWII. PragerU has a much better video on this topic for those who want the whole story.",audience/commenter,information,video creator,audience/commenter,video creator,
UgxACLRHg0URDi1rCNp4AaABAg,there was an interview with two hostages that said the exact opposite thing!!! i would rather take their word than this sorry excuse for a doctor...,audience/commenter,information,,,,video creator
UgwsR3fq8FK6lG3x82x4AaABAg,"You are totally wrong by giving the example of the Pakistan India partition.  Pakistan is a free country , India has given all the rights to them to form a new country, all the lands belongs to India and India gave it to Pakistan. 
But in Palestinians issue, the land belongs toh Palestine but Israel is giving them portion so how do you think that it is correct? How could you say this? Don't you know the torture of Israel, you are saying Hamas is a terrorist but how about Israel?
Is it the first time Israel retaliate? No babes you are totall fcking wrong",palestine/palestinians,territory,israel/israelis,palestine/palestinians,,israel/israelis
UgzDyLyelTAIGLCloPV4AaABAg,Why is it that every nation has a resistance group at every borders and the central government supports them implicitly. Using the resistance as a wall to other neighbouring countries' resistance. Evil by evils! Is it the ideology national governments have. So the people in the borders have to suffer from the the funded resistance militants. How is the UN allowing it. How are they doing it. Human rights groups for shielding conflicts between humans! Thats the logic I should say,,,,,,
UgzB8DWo6NPhDLFes-B4AaABAg,"If the present-day ""Palestinians"" want to claim they're non-Muslim Philistines, I'd actually have some acceptance of their claims... but that's not the issue.  Hamas, which is acronym for ""Islamic Resistance Movement"", has only to do with Islam- and Islam is much much younger than Judaism.",audience/commenter,information,,,,palestine/palestinians
UgycUMIO95C1yAC1Dud4AaABAg,"Don't you find it a little strange that it was so easy to pass through this ""electronic wall"" described as impenetrable by Israel? Don't you find it a little strange that 3 Israeli military garrisons from the Gaza border were moved to the West Bank before October 7 in order to support the terrorist actions of their extremist settlers while Israel was aware that Was a major attack brewing on the Gaza border? Don't you find it a little strange that the Israeli army fired live ammunition at Israelis who were fleeing the massacre? Don't you find it a little strange that the Israeli army only reacted many hours after the start of the massacres to the point that by leaving Tel Aviv or Beersheba on foot we would have arrived before the army at the scene of the massacre? drama ? Don't you find it strange that the terrible fake news disclosed very quickly was relayed just as quickly to the mouths of allied presidents? Don't you find it strange that sayanim journalists or politicians campaigned so intensely and so quickly after October 7 to extract from their guests or their government denunciations of Hamas as a terrorist organization? Don't you find it strange that we only find rare testimonies from the released hostages who nevertheless seemed to be doing quite well when they were released? Don't you find it odd that we don't know anything about the ""terrorists"" of October 7, were they all killed before we could explain why they acted that way? Don't you find it a little strange that following October 7, Israel could with complete impunity put into action its extermination plan prepared for decades and of which fanatical ministers and settlers did not hesitate to boast?",audience/commenter,information,audience/commenter,audience/commenter,,israel/israelis
UgweT0nTwT0_0flCGfx4AaABAg,"If there was any justice in this world, they would have given all of Germany to the Jews.
Or half in Germany and the other in Japan
Or having moved all the Germans to Japan.
Why do the Palestinians have to pay?",palestine/palestinians,territory,,,,west
UgzJFGMg3S3uCRzQIgt4AaABAg,"So the world or Western civilization created a bargain to put Israelites in that land they're ancient ancestral land that they were exiled from. Okay... So essentially the Israelites did to the now Palestinians what ancient people the Romans etc did to them... And now are committing serious acts of hostile genocide without remorse, much like the Nazis.... So essentially Israel has become what they hate the most cool might have to take off my Israeli prayer ring soon",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgxVTEjbS-QXOjAuvXt4AaABAg,If there was justice then Iran would give the settlers a warning that their homes would be targeted in the near future and they. should stay their at their own risk,,information,iran,israel/israelis,,
UgyGqRulSyuk7fdXnLp4AaABAg,"THE PARTITION WAS A 56 PER CENT FOR JEWS AND THE 44 PER CENT FOR PALESTINIAN WHEN JEWS WERE JUST THE 20 PER CENT OF THE POPULATION ALL ARAB COUNTRIES BECAME UNGRY WITH THE UNFAIR SITUATION, NOT ONLY THE PERCENTAGE ASWELL THE PROSECUTION AND VIOLENCE AGAINST PALESTINIAN PEOPLE , THEY DISPLACED PALESTINJIAN FROM 500 TOWNS AND VILLAGES, HELPED BY ENGLISH...ALL THIS WAS THE CAUSE OF THE WAR...ISRAEL WING WITH THE HELP OF ENGLAND FRANCE AND GERMANY I DO NOT KNOW IF UNITED STATE AS WELL....ALL THIS IS DOCUMENTED IN HISTORY BOOKS HEMEROTECAS , NOT BY  FAKE DOCUMENTATION  CREATED TO  GET MORE AND MORE LAND",palestine/palestinians,territory,,jews,,israel/israelis
UgzXZU1HD-XNiw2p7hN4AaABAg,It shouldn't be political at all it's about the slaughter of the innocent people people murdered and them threathing closer on the Egypt boarder and also u could raise money and help a family actually with ur platform don't say I can't do anything biggest load of shit I've ever heard thousands of people died and babies beheaded and people displaced and starving to death this video could have been better I'm disappointed honestly do better really dispointed,,violence,,,,
UgzMp93K1tmMv6NS6ud4AaABAg,"As an INDIA/BHARATIYA/HINDUSTANI and a Human, I stand with the innocent people of Israel, diasporas and Palestine who had nothing to do with this conflict, but wanted to live in peace.
We condemn HAMAS's surprise attack of terror and every other conflict that has taken place between Israel and Palestine ,since the dawn of it.",both sides,peace,,,,both sides
UgyD-aQjYidXz0mYcTp4AaABAg,"Host: ""from the river to the sea you're seing that haven't you?""
Kenneth: ""do you know Greater Israel?""
Host: ""let's forget all this crap""

bro not even trying to defend his question and move on😂😂😂",audience/commenter,information,,,,video creator
UgwaA4ZylpogxU19Del4AaABAg,"إِن يَنصُرْكُمُ اللَّهُ فَلَا غَالِبَ لَكُمْ.
فلسطين حره 🇵🇸♥️
اللهم انصر اخواننا المسلمين في فلسطين 🇵🇸 ✌️
اللهم إني استودعك 🇵🇸فلسطين وأهلها كبارها وصغارها رجالها ونساءها شبابها واطفالها أرضها وسماءها فحفظها الله يا ربنا من كل سوء إنك على كل شيء قدير..حفظكم الله ورعاكم..عاشت فلسطين وأهلها حرة..فلسطين حرة فلسطين 🇵🇸،⁩⁦⁩⁦
‏""اللهم إنّ الأرض أرضك، والجند جندك، والأمر أمرك وأنت القويّ العزيز، فانصرهم نصرًا عزيزًا مؤزّرًا تشفي به صدور قوم مؤمنين.""اللهم إني استودعتُك فلسطين و أهلَها، كبارَها و صغارَها، رجالَها و نساءَها ، شبابَها و بناتِها ، أرضَها و سماءَها ، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره يارب العالمين أنصارهم يارب العالمين 🤲🤲🤲🤲🤲",,,,,,
Ugyr-iARCm0emaawxE54AaABAg,"Let me explain to you Hezbollah before watching the video :

It's a Muslim army that wants Muslim nightbors as it was before 1947 ...
Nl need to explain more ❤",audience/commenter,information,audience/commenter,audience/commenter,,
UgyfjIJZOB5SOk5fhzN4AaABAg,Islamisten kann ich eigentlich überhaupt nicht ab andersrum kann ich auch nicht ab dass irgendwo 40-50.000 Frauen und Kinder in Gaza von den Israelis umgebracht werden. Das ist Genozid. Scheiße ist das?,,,,,,
UgwkmASL-2d6Mc4cD094AaABAg,I pray and hope against hopes for the safe return of the remaining hostages. Abba Father Jesus Holy Spirit please please intervene now to make this possible in your Mighty Glory.. St. Michael we count on you,israel/israelis,security/safety,god/allah,israel/israelis,,
UgzNH4USJiDrPq0ir5p4AaABAg,الله عز وجل وعد المسلمين بجنات تجري من تحتها الانهار وأيضاً اليهود وعدهم الله بانهم سيهلكون وما تدعون من ان الإنجيل ولكتب السماوية التي نؤمن بها كا مسلمين انها من عند الله ولكن تم تحريفها وحفظ الله القران وأيضاً لو ان احدكم قرأ القران من باب العلم لرى ان القران لا يوجد به تناقضات فا في المسيحيه يقولون ان عيسى ابن مريم اله وابن الله. ولله تعالى قال لهم في القران قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد بمعنا أن الله تعالى. الاله واحد لم يكن له لا ولد ولا صاحبه وايضا في سورت مريم الله بين كل شئ ثانين عند المسيحين عندما صلب عيسى ابن مريم كان يستنجد في الله يعني اله غيره لماذا الا تفكرون هل لانه لا يملك القوه الكافيه لانقاذ نفسه من البشر وأيضا عندما شؤل هل تعلم متى يوم القيامه اجاب لا لماذا لا يعرف ما السبب هاذ دليل انه رسول وان كتبكم تم تحريفها ولن تجد فيها قول يدل انها محفظوه كا القران قال الله تعالى في القران. انا نزلنا الذكر وأنا له لحافظون بمعنا ان الله نزل القران وانه سيحفضه ولتجد اطفال يحفضو القران على سبيل المثل لو احرقنا كتب اليهود ونصرى والمسلمين الذي سيبقى هو القران لانه الله حفضه ومن معجزات القران انه طفل بعمر 5عاما يمكن ان يحفظه كامل وأيضاً الله بين كيف خلق ادم  وانا الساعه لا يعلمها الا هو وحده وامرنا. الله ورسوله بصبر وتوحيد الله اي الا نعبد إلا الله وحده لا شريك له وان لا نشرك به شيئا ومن يشرك او يكفر له جهنم لا يموت فيها  وأيضاً القران لن تجد في التناقضات وأيضاً الله قال انه سيتمم نوره ولو كره الكافرين اي. ان السلام سينتشر وسا يدخلون السلام الكثيرون رغم محاربت السلام الا ان الكثيرون اليوم يسلمو وقال الله تعالى اذا جا نصر الله ولفتح ورأيت اناس يدخلون في دين الله افواجا فسبح بحمد ربك وستغفر انه كان تواب  اي الكثير سيدخلون في السلام وهاذ ما يجري وأيضا الله توعد اليهود انهم سا يفسود في الارض مرتين ويعلو علو كبيرا ثم يبعث الله عباده الو باس شديد ويحررو فلسطين وأيضاً لو تبحثو لترو ان من المسلمين من كان يلفض انفاسه الاخيره ويقول انه يرى جنه عرضها السموات والأرض كما قال لنا رسول الله محمد صلى الله عليه وسلم قال أول نطفت دم تنزل من الشهيد يغفر الله ذنوبه كلها ويرى الجنه وايضا. بين ان الشهيد لا يحاسب في القرب  ما بالكم انتم تحبون الحياه وتروى المسلمون يتمنون الموت في سبيل الله لانهم يعرفو ما عد لهم الله لا تتجاهلو ما كتبت واقراء. القران فاذا اقتنعتم به دخلتموه واذا لم تريد فا ان الله تعالى قال في القران لا اكره في دين اي من لم يرد ان يدخل السلام لا يدخل ولكن الله وعده حق  ولذين كفرو وشركو لهم عذاب اليم والذينا أمنو وعملو الصالحات واتو الزكاه وصلو وصبرو كما أمر الله تعالى لهم جنات هم فيها خالدون وليسو منها بمخرجين ويبدل الله سيائتهم حسنات ونرى الله في الجنه لان الرسول قال لنا اننا نراه  وأيضاً الله عز وجل يستجيب للكافر وللمسلم اذا دعاء فلا يغرنكم انكم تكفرون ويستجيب الله. لكم فا ولله لو اسلمتم وعلمتم كل شيء. لا يقنتم انكم كنتم في ضلال بعيد وأيضاً الله عز وجل كم من مسلمين استشهدو وهم يبتسمون وكم من كفار استشهدو وهم خا افون وفي السلام عندما يقبض ملك الموت روح المؤمن باذن الله تعالى يرى المسلم ملك الموت بصوره جميله. ولو كان هاذ المسلم قد عنا في الدنيا الا ان انضر الا ملك الموت تكيفه. ولو سألتنا نحنا المسلمين نختار الدنيا ولا الاخره لخترنا الاخره ومن رحمت الله تعالى ان اذا اسلمت وتبت من الشرك غفر لك ذنوبك وقربك منه واحبك وهداك وثبتك على الحق,,,,,,
UgwwwBwT6j8BJTO66WJ4AaABAg,"""There is no black and white."" 

There is something called ""equations.*

Equations that present you a terrible *result.*

Numbers in general are more visible than shades of gray.",,,,,,
UgxHzLSwBVHHkkW3AaN4AaABAg,"Israel itself is a terrorist and it's law itself based on terrorist policies if you know about Israel law how they are encroaching land till now and killing innocent people, hamas is like bhagat Singh and Israel is like British raj who came from  outside.",israel/israelis,violence,,,,hamas
UgyahKoQTDK1vMuc7Wp4AaABAg,"AIPAC, through its extensive lobbying network and political donations, has influenced US foreign policy on the Israeli-Palestinian issue, making the US more supportive of Israel's position on the international stage and weakening the possibility of a peace process.",,power,united states,israel/israelis,,
UgzSWyx2vYfYvdlkEy14AaABAg,It is directly in the political interest of Israel as a state to force the media and world at large to conflate criticism of their actions in the war as antisemitism. They have spent millions of dollars fueling propaganda to make this the case.,israel/israelis,information,israel/israelis,world,,israel/israelis
UgxJHGaDQmJd-dxeyjZ4AaABAg,"A terrorist attack by Israel. There was no way at all to ensure the pagers do not go to anyone else, or that none else would be hurt.",israel/israelis,violence,,,,
UgzY4TTJVE15lDQSlNJ4AaABAg,"Nooo!!  You are leaving out some of the most important pieces of information like how Isreal invaded and took the over all of Jerusalem including their holy site, followed by the west half that was owned by the people in Jordan and lastly they invaded and took a solid chunk of  palistine leaving roughly 7 million palistine refugees starving in the streets. And then began policing them and restricting access to their holy site. This is lazy and dangerous",palestine/palestinians,territory,,israel/israelis,,israel/israelis
UgxrTOYxg1RsLen176B4AaABAg,Just think the US could be ticking time bombs with all these Chinese made cell phones. One day you're talking on your phone the next your face is being blown off. War crimes,,violence,,,,
UgxpFo0DBPZ-CSXpNzl4AaABAg,Why would Hamas want to totally damage a vehicle? The Israelis wont come back for a totaled vehicle but they will try to recover a damged one. When they show back up they can be hit again. This makes sense from the defenders point of view.,hamas,security/safety,,,,israel/israelis
UgwRldUraHJCZJB9oYJ4AaABAg,"May Elohim's divine peace, blessings 🙌 and prosperity come back soon to the Jewish ✡️ holy land of Israel ❤praying for the well-being of all the hostage and all the IDF freedom ✝️ fighter",,peace,god/allah,israel/israelis,,
Ugw-sUI5x9MNJwBdvsh4AaABAg,"Nothing is shocking about Israel actions. What really shocking is that the world, especially ICJ, did not react to all the actions done by Israel!!   It just seems that the whole world is controlled & are more afraid by 1 country Veto..  ah ok, business in mind, humanitarian please step back.  There isnt really much humanity left in this world anymore",,rights/freedoms,,,,world
UgyrnLVp9Zw5RqaXs9R4AaABAg,"They look to be in pretty good shape to me... compared to the Palestinians that have been released by the Israelis.  The stories from the two sides don't even begin to compare.  ""Underground, in the dark, very little food, and a lot of psychological stress...""  about what the Palestinian people have been experiencing for 70 years.  Every story of abuse by Hamas to their captives as well as beheaded babies, mass rapes, people being burned alive has now been thorougly debunked... time to quit watching MSN.",audience/commenter,information,,,,video creator
UgybKqPcYKXhVBhuFr14AaABAg,All these years almost every one in the world felt bad for the Jews! And yet they are commenting crimes against the Palestinian people worse than “ hitler “ did to them! So was “ hitler “,jews,violence,jews,palestine/palestinians,,
UgyevN6XfDZJnNvoL4d4AaABAg,"At last a media company giving the contextual back story of Hezbollah and providing the one crucial fact that Israel, in launching Operation Peace for Galilee, was in large part responsible for the creation of Hezbollah, something that the main stream media never mentions. And now Israel in Gaza and the occupied West Bank is creating future generations of people who will find a way to levy revenge on the U.S. and Israel. And the American taxpayer will foot the bill, in blood and money. A good reason to stop sending billions of U.S. dollars every year to Israel.",audience/commenter,information,video creator,audience/commenter,video creator,
UgzP1HB8X1lpTODjAPd4AaABAg,"So sorry to hear what they went through. Pain and Misery do not have a race, ethnic or national identity. It is everywhere the same. Please also understand what innocent people are going through on the other side. I wish to hear similar news about the individual sufferings of Palestinians. One more time to think that the difference created through ""hostages""/""defenders"" and ""prisoners""/""terrorists"" is hollow, because on both sides there are humans, families, individuals, etc. Suffering has no color.",both sides,rights/freedoms,,,,
UgyE3MAjbFFcxe1OBFZ4AaABAg,"It's ""double a"" battery vs ""AA"" battery. ""Unalive""? Really? Just use the correct wording. 4:28 That's a run on what the fuck? AI?

Definite dislike after this. Seriously you can't even be bothered to put the thing together yourself?",audience/commenter,information,video creator,audience/commenter,,video creator
UgwCxwv19DoJtCZZB2B4AaABAg,"Why are israelis since 1948 no terrorits?? Most of the people have a sick ideology!!! 

Occupied people have a right to defend their rights!!!! No the occupiers has not rights to oppress anyone. 

Palestinians are not terrorists. They re the victims of a british colonialism and after this from european settlers/colonzier!!!",palestine/palestinians,rights/freedoms,,,,israel/israelis
UgxF0ZAVTNIzQqZQdRx4AaABAg,"Can individual President of the countries come ahead and speak up their mind their truest intentions swearing on their assets, their family to tell their countrymen & women what are they planning for when they decide to bombard and become a part of the destruction of another country?

Why is Israel fighting and battling with whom? Is it a religious rift or a personal revenge to establish once own religion at the cost of lives who do not belong to your religion?

Are Leaders leading countries these days have become so so so weak that they cannot initiate Peace Talks Peace Conferences like Civilized Citizen and Planet Saviours?

Have countries lost their ethics at the cost of killing humanity that they are supplying and manufacturing arms ammunitions bombs grenades to kill one another for power and to rule all over?

Please Stop War. Voice Abuse. Hate. Revenge",,peace,,,,israel/israelis
UgzqKc3eKucpveaw4MR4AaABAg,Aap ke information ko sach man ke hi aap se ek sawal hai ki agar koi aap ghar ghus ke aap apko hi beghar kar de to aap ko kya karna chahiye?,,,,,,
UgzSobizymczj_ypYPx4AaABAg,God bless the American people but our government is the most wickedly evil government in the world.Why would you let the Biden administration sabotage you defending Isreal?,united states,violence,,,,
UgwRhNEE8xOiVSu8jwN4AaABAg,"The settlement of theGaza problem, which has now been achieved is, in my view, only the prelude to a larger settlement in which all Arab countries may find peace. This morning I had another talk with the Hamas, and here is the paper which bears his name upon it as well as mine. Some of you, perhaps, have already heard what it contains but I would just like to read it to you: "" ... We regard the agreement signed last night and the Hamas peace agreemen as symbolic of the desire of our two peoples never to go to war with one another again"".",hamas,peace,,,,
UgzO75z9DhWrSiGfpsR4AaABAg,"Very insightful, the model you have shown for the pager looks inaccurate to some of the footage coming out showing the remnants of the blown up pagers that injured many off-duty Hezbollah militants. Though you probably intended to do a rough mock up of the pager, the key part of this impressive counter-terrorism operation is in the pager design itself. It's obvious that the manufacturer could've coordinated with the Israeli government to get these shipment in Hezbollahs hands without suspicion. It's also obvious that they could've been able to send a signal to all these altered pagers to trigger an explosion in the fake battery/batteries.",audience/commenter,information,video creator,audience/commenter,,
UgxEYfR3y6DZKGg8ept4AaABAg,"HAMAS HATES ITS OWN PEOPLE, ACTUALLY PALESTINES ARE NOT ITS PEOPLE. AND THE PEOPLE OF PALESTINIAN HATES HAMAS, HEZBOLÁ AND IRAN, PALESTINIAN WANTS TO LIVE IN PEACE.",palestine/palestinians,peace,,,,hamas
Ugy6FJ1Vw047AETqTYd4AaABAg,"Sometimes I wonder why people act so surprised when Israel carries out its terrorist attacks across the Region. Israel is only doing the bidding of the US Govn, nothing Israel does is without the full support and intelligence capabilities of the Americans. After almost 20 years the “so-called” war on terror rages on.",israel/israelis,violence,israel/israelis,,united states,
UgxBIQJskS-cnBKDHot4AaABAg,US propaganda whilst trying to get Arab leaders to beg Iran not to retaliate or at least not too hard ....US bias lopsided lying media and politicians have no credibility they are now the losers of the world ..complicit in a genocide and war mongering oil stealing thieves. democracy!!! let's wait and see how democratic it is in November round 2 of Capitol Hill riots will be no shock,united states,violence,,,,
UgzCp0-1_as4HTMxCtp4AaABAg,"This can be designated as Terror Act if it happens anywhere else !!
So now let us ask these USA guys what it will be called in the Context of Israel !! ????
These Terror Act on Civilians is nomeclatured in what way ???",audience/commenter,information,,,,united states
UgwRhyKUsN2-8gJFR9d4AaABAg,"I,am shock to see thies images.Iam from the Netherlands,and we dont see this in ouwer tv news, they hardly speak of Gaza, its only about Ukraine, here in Europe the leaders dont fine Gaza interesthing.for them is like far from my bed.ukraine is in ouwer contined,and they look like us.",audience/commenter,information,video creator,audience/commenter,video creator,west
Ugzejo4emO7WlFzx9WF4AaABAg,"My people doesn't want war they never wanted to kill thus why we don't have Advance weapons... If my people wanted to they would be unstoppable, Saddam Hussein is a perfect example of what my people could do if they wanted to, but why would we care about that when we just wanna live peacefully",,peace,,,,
Ugz78Qy5ZTAafNLXCvR4AaABAg,"Over 4000 views in ten minutes Tells you something about this channel with around a million subscribers I’m not exactly sure what though I’m just into quoting YouTube numbers 😊
It’ll start making sense eventually trust me or don’t or kind of maybe or just ignore me😊",audience/commenter,information,audience/commenter,audience/commenter,,
Ugz29uS50KH9gv3ca4J4AaABAg,"Unconditional human rights are a myth, false doctrine, and heresy. 
Religion that believes in a Supreme Deity, without authentic reference and evidence of the Supreme Being's existence is a heresy. 
Religions focus on a Supreme Deity, if a religion claims to have a handle on a Deity, but does not have evidence of Revelation from the Deity is a false religious belief.
Religion requires to have names for the Supreme Deity, that have been given through the Supreme Deity being.
The Supreme Being can also give Revelation of His Name/s.
Religion MUST HAVE Attributes of the Supreme Deity, if the Attributes of the Supreme Deity are not consistent with the revelation and the Oracles of the Supreme Being, then it is a false religion and heresy.  
The Jewish holy Scriptures fulfill all of the requirements for the revelation of a Supreme Deity, the Elohim of Abraham, Isaac, and Jacob. A Holy Scripture Narrative that dates back some 4000 years. Confirmed by a Rabbi, preacher, teacher, Evangelist, Prophet, Spiritual High Priest and the promised Messiah, Yeshua from Nazareth almost 2000 years ago.",,information,god/allah,jews,,
UgyVMIFda5PSXD_QAxd4AaABAg,You should also know that the so called promise was to Abraham (father to Isiak became the jews and Ismail became the arabs) upon whom all be peace.,both sides,peace,god/allah,both sides,,
UgyajetJ9leIvd_9PTx4AaABAg,God make a way where it seems there is none. Bring your people’s hearts back to you. Set these captives free and be glorified in it in Jesus name🙏🏼,israel/israelis,security/safety,god/allah,israel/israelis,,
Ugy3NhFNudjG8yN7bIx4AaABAg,I can't think of anything more idiotic than fighting other people because of what name they call God. This ongoing conflict must be a matter of ownership of territory and sovereignty.,both sides,territory,,,,
Ugysi6C3oHE4vSc2BjR4AaABAg,Thank you Max Chandler for your passionate plea for the Australian Government to step up and reject the state of lsrael and their iniquitous behavior that Western governments have allowed to happen. There will never be peace while the zionist entity remains in power.,,peace,,,,zionists
UgzAVI6JkhvfBCHeREB4AaABAg,Literally the whole world is distancing themselves from Israel except the US and of course we continue to tag on to them like a dog on a leash.,,power,united states,israel/israelis,,
UgziHp0aB7Qc615lj954AaABAg,"You need to consider the demographic realities of the time and how they have changed.  In the early 20th Century, the Arab population of Palestine was around half a million, and the global population of Jews was around 15 million.  If only 10% of Jews moved to Palestine, they would have made up 75% of the population.  The total population between the river and the sea would have been around 2 million.  As we all know, the global Jewish population declined by around 6 million in the early 40s, and has made a partial rebound since then to around 14 million toady, while the Arab population in all Arab countries has increased by a factor of 20.  For example, the population of Egypt went from 5 million in 1920 to 100 million today.  Today the total population between the river and the sea is around 12 million, about evenly split between Jews and Arabs, with another few million Palestinian refugees in surround countries, so there are around 10 million Palestinians in total.

I suspect that in the early days, the Zionist did not want to expel the Palestinian Arabs, because they probably thought that the demographics made it unnecessary.  But the demographics have since changed.",audience/commenter,information,audience/commenter,audience/commenter,,
Ugy0m8oE5VqlbMHeSeZ4AaABAg,Shame Australia government. I’m disgusted. I will never vote again for any member of government who does not act in defence of Palestine and condemn Israel. Do your representes job and act as a humane,,,,,,
Ugz61SJMIVLSvhpJEwd4AaABAg,"Where is the condemnation of Hamas and the Palestinians around the world in killing these hostages while they were their captives? The UN and the terrorist-complicit countries always condemn the Israelis and never condemn the so-called Palestinians despite Israel being invaded by the most disgusting people in October last year. They raped, tortured, kidnapped and killed men, women and children. Israel should have never tried to make peace in the first place as encouraged by the US and the UK. Israel used to be in control of Gaza, but relinquished their control for peace. Lesson: Israel should permanently occupy Gaza",hamas,violence,hamas,israel/israelis,,israel/israelis
UgzkRaTUYCOd7ZCqhHZ4AaABAg,"Israel has long desired peace, but the pride and arrogance of terrorism have prevented the acceptance of Israel's offer.
In 1948, all the Arab nations surrounding Israel declared war on it. They lost that war. In 1967, after the Six-Day War, Israel offered to cede all of the West Bank and Jerusalem in exchange for peace. However, the Palestinians refused, saying ""no negotiation, no recognition, no peace.""

The Canaanites were the original inhabitants of Palestine. The authors of the Old Testament generally portrayed the Canaanites in a negative light and condemned their pagan beliefs and practices, as they saw them as a threat to humanity and the worship of the one true God.

They appeased their spirits and deities through sacrifice and offerings. One of their most notable deities was Molech, the god of fire and sacrifice, who was often worshipped by sacrificing children. Baal, the Canaanite god of fertility and rain, was often worshipped in the form of a bull, and his cult was associated with various sexual and fertility rituals.

The traditional view is that the Israelites conquered the Canaanites and took possession of their land. However, archaeological evidence suggests that the Israelites migrated slowly to Canaan over time and assimilated into the Canaanite population.

The name ""Palestine"" comes from the name ""Philistine."" The Philistines were a sea people who settled in the coastal region of Canaan during the Late Bronze Age.

The Bible mentions the Philistines several times and provides information about their origin. For example, the Bible says that the Philistines came from Caphtor (Amos 9:7) and Crete (Zephaniah 2:5). Caphtor is believed to be located in the Aegean region and Crete is an island in the Aegean.

Rabbinic literature: Rabbinic literature is a collection of Jewish writings from the Talmudic period (200-500 AD). Rabbinic literature also mentions the Philistines and provides additional information about their origin. For example, the Midrash (a rabbinic commentary on the Bible) says that the Philistines are descendants of Ham, son of Noah (Midrash Genesis Rabbah 46:4).

The Philistines were an ancient people who lived in the region of Palestine in the 12th century BC. They worshipped a variety of gods and goddesses, including Dagon, Astarte, and Baal-Zebub. The Philistines sacrificed animals and crops to their gods, and on occasion even humans, especially children. They also used divination to predict the future and communicate with their gods.

The Philistines were eventually conquered by the Israelites in the 11th century BC, and the region of Palestine became part of the Kingdom of Israel. In the 6th century BC, the Kingdom of Israel was conquered by the Babylonians, who exiled many Israelites to Babylon. The region of Palestine then became part of the Babylonian Empire.

After the fall of the Babylonian Empire, the region of Palestine was ruled by a succession of different empires, including the Persian Empire, the Greek Empire, and the Roman Empire.

In the 7th century AD, the region of Palestine was conquered by the Arabs, who brought and forced Islam by the sword to the region. And that is why the majority of Palestinians have been Muslims since then.",israel/israelis,peace,,,,palestine/palestinians
UgxGaM6zvpJhM--tQnh4AaABAg,"Lets face it, no one gives a crap about this blonde or her completely irrelevant dance video not to mention her opinions. Listeners and viewers clicked on this cuz they are interested in what this poor hostage has to say. Fox news ought to be ashamed of itself to bring this tiktok dingbat on for this interview.",audience/commenter,information,video creator,audience/commenter,,video creator
